Date,Room Number,Bed Number,Total Beds,Available Beds,Busy Bees
2023-09-27,2,Bed Number 2,48,19,29
2023-09-27,3,Bed Number 3,74,6,68
2023-09-28,1,Bed Number 1,22,4,18
2023-09-28,2,Bed Number 2,96,60,36
2023-09-28,3,Bed Number 3,84,69,15
2023-09-29,1,Bed Number 1,94,16,78
2023-09-29,2,Bed Number 2,32,24,8
2023-09-29,3,Bed Number 3,21,19,2
2023-09-30,1,Bed Number 1,95,21,74
2023-09-30,2,Bed Number 2,100,39,61
2023-09-30,3,Bed Number 3,34,16,18
2023-10-01,1,Bed Number 1,61,11,50
2023-10-01,2,Bed Number 2,14,1,13
2023-10-01,3,Bed Number 3,65,65,0
2023-10-02,1,Bed Number 1,20,13,7
2023-10-02,2,Bed Number 2,93,10,83
2023-10-02,3,Bed Number 3,89,25,64
2023-10-03,1,Bed Number 1,68,8,60
2023-10-03,2,Bed Number 2,17,1,16
2023-10-03,3,Bed Number 3,65,13,52
2023-10-04,1,Bed Number 1,92,52,40
2023-10-04,2,Bed Number 2,25,24,1
2023-10-04,3,Bed Number 3,31,0,31
2023-10-05,1,Bed Number 1,60,26,34
2023-10-05,2,Bed Number 2,80,10,70
2023-10-05,3,Bed Number 3,96,5,91
2023-10-06,1,Bed Number 1,49,0,49
2023-10-06,2,Bed Number 2,50,46,4
2023-10-06,3,Bed Number 3,89,82,7
2023-10-07,1,Bed Number 1,58,18,40
2023-10-07,2,Bed Number 2,12,5,7
2023-10-07,3,Bed Number 3,28,2,26
2023-10-08,1,Bed Number 1,54,53,1
2023-10-08,2,Bed Number 2,51,35,16
2023-10-08,3,Bed Number 3,41,4,37
2023-10-09,1,Bed Number 1,15,6,9
2023-10-09,2,Bed Number 2,74,51,23
2023-10-09,3,Bed Number 3,12,6,6
2023-10-10,1,Bed Number 1,90,56,34
2023-10-10,2,Bed Number 2,35,20,15
2023-10-10,3,Bed Number 3,46,34,12
2023-10-11,1,Bed Number 1,86,54,32
2023-10-11,2,Bed Number 2,19,4,15
2023-10-11,3,Bed Number 3,81,27,54
2023-10-12,1,Bed Number 1,19,2,17
2023-10-12,2,Bed Number 2,48,44,4
2023-10-12,3,Bed Number 3,51,42,9
2023-10-13,1,Bed Number 1,22,22,0
2023-10-13,2,Bed Number 2,92,36,56
2023-10-13,3,Bed Number 3,94,32,62
2023-10-14,1,Bed Number 1,87,44,43
2023-10-14,2,Bed Number 2,60,42,18
2023-10-14,3,Bed Number 3,25,22,3
2023-10-15,1,Bed Number 1,70,49,21
2023-10-15,2,Bed Number 2,21,15,6
2023-10-15,3,Bed Number 3,32,21,11
2023-10-16,1,Bed Number 1,78,5,73
2023-10-16,2,Bed Number 2,78,21,57
2023-10-16,3,Bed Number 3,100,10,90
2023-10-17,1,Bed Number 1,73,61,12
2023-10-17,2,Bed Number 2,100,7,93
2023-10-17,3,Bed Number 3,61,12,49
2023-10-18,1,Bed Number 1,18,13,5
2023-10-18,2,Bed Number 2,53,21,32
2023-10-18,3,Bed Number 3,87,29,58
2023-10-19,1,Bed Number 1,84,3,81
2023-10-19,2,Bed Number 2,53,10,43
2023-10-19,3,Bed Number 3,66,5,61
2023-10-20,1,Bed Number 1,17,16,1
2023-10-20,2,Bed Number 2,75,47,28
2023-10-20,3,Bed Number 3,47,31,16
2023-10-21,1,Bed Number 1,34,14,20
2023-10-21,2,Bed Number 2,91,51,40
2023-10-21,3,Bed Number 3,78,48,30
2023-10-22,1,Bed Number 1,26,3,23
2023-10-22,2,Bed Number 2,54,27,27
2023-10-22,3,Bed Number 3,32,18,14
2023-10-23,1,Bed Number 1,45,37,8
2023-10-23,2,Bed Number 2,43,36,7
2023-10-23,3,Bed Number 3,24,19,5
2023-10-24,1,Bed Number 1,33,25,8
2023-10-24,2,Bed Number 2,74,7,67
2023-10-24,3,Bed Number 3,65,20,45
2023-10-25,1,Bed Number 1,61,21,40
2023-10-25,2,Bed Number 2,80,38,42
2023-10-25,3,Bed Number 3,36,19,17
2023-10-26,1,Bed Number 1,98,3,95
2023-10-26,2,Bed Number 2,35,3,32
2023-10-26,3,Bed Number 3,62,30,32
2023-10-27,1,Bed Number 1,97,44,53
2023-10-27,2,Bed Number 2,89,37,52
2023-10-27,3,Bed Number 3,72,65,7
2023-10-28,1,Bed Number 1,21,6,15
2023-10-28,2,Bed Number 2,30,17,13
2023-10-28,3,Bed Number 3,20,1,19
2023-10-29,1,Bed Number 1,96,59,37
2023-10-29,2,Bed Number 2,24,13,11
2023-10-29,3,Bed Number 3,87,53,34
2023-10-30,1,Bed Number 1,75,30,45
2023-10-30,2,Bed Number 2,35,6,29
2023-10-30,3,Bed Number 3,50,1,49
2023-10-31,1,Bed Number 1,13,4,9
2023-10-31,2,Bed Number 2,77,12,65
2023-10-31,3,Bed Number 3,64,7,57
2023-11-01,1,Bed Number 1,38,22,16
2023-11-01,2,Bed Number 2,21,0,21
2023-11-01,3,Bed Number 3,21,18,3
2023-11-02,1,Bed Number 1,38,31,7
2023-11-02,2,Bed Number 2,40,28,12
2023-11-02,3,Bed Number 3,99,60,39
2023-11-03,1,Bed Number 1,89,35,54
2023-11-03,2,Bed Number 2,38,21,17
2023-11-03,3,Bed Number 3,18,15,3
2023-11-04,1,Bed Number 1,46,14,32
2023-11-04,2,Bed Number 2,81,11,70
2023-11-04,3,Bed Number 3,45,12,33
2023-11-05,1,Bed Number 1,10,7,3
2023-11-05,2,Bed Number 2,20,12,8
2023-11-05,3,Bed Number 3,17,12,5
2023-11-06,1,Bed Number 1,98,36,62
2023-11-06,2,Bed Number 2,39,19,20
2023-11-06,3,Bed Number 3,13,0,13
2023-11-07,1,Bed Number 1,75,59,16
2023-11-07,2,Bed Number 2,43,15,28
2023-11-07,3,Bed Number 3,88,68,20
2023-11-08,1,Bed Number 1,64,57,7
2023-11-08,2,Bed Number 2,35,28,7
2023-11-08,3,Bed Number 3,11,1,10
2023-11-09,1,Bed Number 1,75,64,11
2023-11-09,2,Bed Number 2,91,84,7
2023-11-09,3,Bed Number 3,70,53,17
2023-11-10,1,Bed Number 1,76,28,48
2023-11-10,2,Bed Number 2,94,43,51
2023-11-10,3,Bed Number 3,54,41,13
2023-11-11,1,Bed Number 1,36,2,34
2023-11-11,2,Bed Number 2,93,55,38
2023-11-11,3,Bed Number 3,36,21,15
2023-11-12,1,Bed Number 1,75,1,74
2023-11-12,2,Bed Number 2,56,42,14
2023-11-12,3,Bed Number 3,86,81,5
2023-11-13,1,Bed Number 1,71,6,65
2023-11-13,2,Bed Number 2,24,16,8
2023-11-13,3,Bed Number 3,77,65,12
2023-11-14,1,Bed Number 1,17,16,1
2023-11-14,2,Bed Number 2,70,22,48
2023-11-14,3,Bed Number 3,27,27,0
2023-11-15,1,Bed Number 1,69,15,54
2023-11-15,2,Bed Number 2,55,38,17
2023-11-15,3,Bed Number 3,76,21,55
2023-11-16,1,Bed Number 1,65,1,64
2023-11-16,2,Bed Number 2,23,1,22
2023-11-16,3,Bed Number 3,35,6,29
2023-11-17,1,Bed Number 1,43,42,1
2023-11-17,2,Bed Number 2,98,51,47
2023-11-17,3,Bed Number 3,80,44,36
2023-11-18,1,Bed Number 1,34,30,4
2023-11-18,2,Bed Number 2,15,3,12
2023-11-18,3,Bed Number 3,63,63,0
2023-11-19,1,Bed Number 1,64,4,60
2023-11-19,2,Bed Number 2,22,3,19
2023-11-19,3,Bed Number 3,98,55,43
2023-11-20,1,Bed Number 1,49,9,40
2023-11-20,2,Bed Number 2,100,73,27
2023-11-20,3,Bed Number 3,69,5,64
2023-11-21,1,Bed Number 1,23,14,9
2023-11-21,2,Bed Number 2,88,66,22
2023-11-21,3,Bed Number 3,12,6,6
2023-11-22,1,Bed Number 1,88,37,51
2023-11-22,2,Bed Number 2,91,30,61
2023-11-22,3,Bed Number 3,34,32,2
2023-11-23,1,Bed Number 1,50,48,2
2023-11-23,2,Bed Number 2,82,23,59
2023-11-23,3,Bed Number 3,45,35,10
2023-11-24,1,Bed Number 1,16,6,10
2023-11-24,2,Bed Number 2,65,16,49
2023-11-24,3,Bed Number 3,99,58,41
2023-11-25,1,Bed Number 1,72,0,72
2023-11-25,2,Bed Number 2,90,33,57
2023-11-25,3,Bed Number 3,16,4,12
2023-11-26,1,Bed Number 1,60,40,20
2023-11-26,2,Bed Number 2,46,43,3
2023-11-26,3,Bed Number 3,85,27,58
2023-11-27,1,Bed Number 1,76,43,33
2023-11-27,2,Bed Number 2,47,29,18
2023-11-27,3,Bed Number 3,96,24,72
2023-11-28,1,Bed Number 1,31,12,19
2023-11-28,2,Bed Number 2,30,2,28
2023-11-28,3,Bed Number 3,98,9,89
2023-11-29,1,Bed Number 1,91,30,61
2023-11-29,2,Bed Number 2,18,9,9
2023-11-29,3,Bed Number 3,61,39,22
2023-11-30,1,Bed Number 1,66,65,1
2023-11-30,2,Bed Number 2,73,13,60
2023-11-30,3,Bed Number 3,32,20,12
2023-12-01,1,Bed Number 1,24,0,24
2023-12-01,2,Bed Number 2,28,18,10
2023-12-01,3,Bed Number 3,19,12,7
2023-12-02,1,Bed Number 1,46,14,32
2023-12-02,2,Bed Number 2,44,42,2
2023-12-02,3,Bed Number 3,68,47,21
2023-12-03,1,Bed Number 1,56,33,23
2023-12-03,2,Bed Number 2,62,26,36
2023-12-03,3,Bed Number 3,96,77,19
2023-12-04,1,Bed Number 1,51,40,11
2023-12-04,2,Bed Number 2,72,10,62
2023-12-04,3,Bed Number 3,70,14,56
2023-12-05,1,Bed Number 1,31,15,16
2023-12-05,2,Bed Number 2,27,22,5
2023-12-05,3,Bed Number 3,74,8,66
2023-12-06,1,Bed Number 1,26,15,11
2023-12-06,2,Bed Number 2,20,16,4
2023-12-06,3,Bed Number 3,99,92,7
2023-12-07,1,Bed Number 1,31,15,16
2023-12-07,2,Bed Number 2,19,7,12
2023-12-07,3,Bed Number 3,61,19,42
2023-12-08,1,Bed Number 1,62,23,39
2023-12-08,2,Bed Number 2,25,11,14
2023-12-08,3,Bed Number 3,19,5,14
2023-12-09,1,Bed Number 1,92,36,56
2023-12-09,2,Bed Number 2,10,2,8
2023-12-09,3,Bed Number 3,64,60,4
2023-12-10,1,Bed Number 1,33,31,2
2023-12-10,2,Bed Number 2,36,7,29
2023-12-10,3,Bed Number 3,42,12,30
2023-12-11,1,Bed Number 1,24,22,2
2023-12-11,2,Bed Number 2,100,49,51
2023-12-11,3,Bed Number 3,87,45,42
2023-12-12,1,Bed Number 1,74,32,42
2023-12-12,2,Bed Number 2,21,17,4
2023-12-12,3,Bed Number 3,45,43,2
2023-12-13,1,Bed Number 1,89,20,69
2023-12-13,2,Bed Number 2,19,14,5
2023-12-13,3,Bed Number 3,70,59,11
2023-12-14,1,Bed Number 1,47,16,31
2023-12-14,2,Bed Number 2,73,31,42
2023-12-14,3,Bed Number 3,17,14,3
2023-12-15,1,Bed Number 1,72,67,5
2023-12-15,2,Bed Number 2,92,29,63
2023-12-15,3,Bed Number 3,86,24,62
2023-12-16,1,Bed Number 1,13,0,13
2023-12-16,2,Bed Number 2,79,52,27
2023-12-16,3,Bed Number 3,38,23,15
2023-12-17,1,Bed Number 1,93,38,55
2023-12-17,2,Bed Number 2,96,87,9
2023-12-17,3,Bed Number 3,27,11,16
2023-12-18,1,Bed Number 1,26,13,13
2023-12-18,2,Bed Number 2,60,58,2
2023-12-18,3,Bed Number 3,85,83,2
2023-12-19,1,Bed Number 1,82,1,81
2023-12-19,2,Bed Number 2,29,20,9
2023-12-19,3,Bed Number 3,91,30,61
2023-12-20,1,Bed Number 1,84,62,22
2023-12-20,2,Bed Number 2,38,10,28
2023-12-20,3,Bed Number 3,25,15,10
2023-12-21,1,Bed Number 1,59,58,1
2023-12-21,2,Bed Number 2,49,0,49
2023-12-21,3,Bed Number 3,73,52,21
2023-12-22,1,Bed Number 1,48,5,43
2023-12-22,2,Bed Number 2,97,47,50
2023-12-22,3,Bed Number 3,76,4,72
2023-12-23,1,Bed Number 1,64,4,60
2023-12-23,2,Bed Number 2,13,13,0
2023-12-23,3,Bed Number 3,25,8,17
2023-12-24,1,Bed Number 1,41,22,19
2023-12-24,2,Bed Number 2,69,8,61
2023-12-24,3,Bed Number 3,23,21,2
2023-12-25,1,Bed Number 1,51,22,29
2023-12-25,2,Bed Number 2,32,19,13
2023-12-25,3,Bed Number 3,60,31,29
2023-12-26,1,Bed Number 1,50,42,8
2023-12-26,2,Bed Number 2,59,40,19
2023-12-26,3,Bed Number 3,53,53,0
2023-12-27,1,Bed Number 1,54,39,15
2023-12-27,2,Bed Number 2,78,38,40
2023-12-27,3,Bed Number 3,42,0,42
2023-12-28,1,Bed Number 1,16,2,14
2023-12-28,2,Bed Number 2,86,7,79
2023-12-28,3,Bed Number 3,22,13,9
2023-12-29,1,Bed Number 1,97,79,18
2023-12-29,2,Bed Number 2,44,8,36
2023-12-29,3,Bed Number 3,11,7,4
2023-12-30,1,Bed Number 1,78,25,53
2023-12-30,2,Bed Number 2,52,22,30
2023-12-30,3,Bed Number 3,71,55,16
2023-12-31,1,Bed Number 1,72,55,17
2023-12-31,2,Bed Number 2,29,22,7
2023-12-31,3,Bed Number 3,55,41,14
2024-01-01,1,Bed Number 1,69,38,31
2024-01-01,2,Bed Number 2,41,4,37
2024-01-01,3,Bed Number 3,93,72,21
2024-01-02,1,Bed Number 1,38,34,4
2024-01-02,2,Bed Number 2,30,4,26
2024-01-02,3,Bed Number 3,64,59,5
2024-01-03,1,Bed Number 1,26,24,2
2024-01-03,2,Bed Number 2,98,35,63
2024-01-03,3,Bed Number 3,10,7,3
2024-01-04,1,Bed Number 1,53,33,20
2024-01-04,2,Bed Number 2,63,10,53
2024-01-04,3,Bed Number 3,52,43,9
2024-01-05,1,Bed Number 1,20,14,6
2024-01-05,2,Bed Number 2,43,36,7
2024-01-05,3,Bed Number 3,98,88,10
2024-01-06,1,Bed Number 1,22,5,17
2024-01-06,2,Bed Number 2,45,2,43
2024-01-06,3,Bed Number 3,35,9,26
2024-01-07,1,Bed Number 1,70,22,48
2024-01-07,2,Bed Number 2,60,49,11
2024-01-07,3,Bed Number 3,85,75,10
2024-01-08,1,Bed Number 1,78,24,54
2024-01-08,2,Bed Number 2,98,75,23
2024-01-08,3,Bed Number 3,57,40,17
2024-01-09,1,Bed Number 1,75,1,74
2024-01-09,2,Bed Number 2,47,30,17
2024-01-09,3,Bed Number 3,29,10,19
2024-01-10,1,Bed Number 1,38,25,13
2024-01-10,2,Bed Number 2,78,25,53
2024-01-10,3,Bed Number 3,59,15,44
2024-01-11,1,Bed Number 1,80,49,31
2024-01-11,2,Bed Number 2,100,70,30
2024-01-11,3,Bed Number 3,15,1,14
2024-01-12,1,Bed Number 1,59,45,14
2024-01-12,2,Bed Number 2,30,14,16
2024-01-12,3,Bed Number 3,59,11,48
2024-01-13,1,Bed Number 1,86,37,49
2024-01-13,2,Bed Number 2,88,2,86
2024-01-13,3,Bed Number 3,63,22,41
2024-01-14,1,Bed Number 1,51,28,23
2024-01-14,2,Bed Number 2,12,9,3
2024-01-14,3,Bed Number 3,77,2,75
2024-01-15,1,Bed Number 1,26,15,11
2024-01-15,2,Bed Number 2,29,9,20
2024-01-15,3,Bed Number 3,47,18,29
2024-01-16,1,Bed Number 1,27,2,25
2024-01-16,2,Bed Number 2,19,4,15
2024-01-16,3,Bed Number 3,98,2,96
2024-01-17,1,Bed Number 1,84,19,65
2024-01-17,2,Bed Number 2,29,10,19
2024-01-17,3,Bed Number 3,95,10,85
2024-01-18,1,Bed Number 1,43,13,30
2024-01-18,2,Bed Number 2,72,29,43
2024-01-18,3,Bed Number 3,97,37,60
2024-01-19,1,Bed Number 1,18,5,13
2024-01-19,2,Bed Number 2,90,7,83
2024-01-19,3,Bed Number 3,40,39,1
2024-01-20,1,Bed Number 1,37,30,7
2024-01-20,2,Bed Number 2,64,25,39
2024-01-20,3,Bed Number 3,76,29,47
2024-01-21,1,Bed Number 1,63,42,21
2024-01-21,2,Bed Number 2,49,25,24
2024-01-21,3,Bed Number 3,33,15,18
2024-01-22,1,Bed Number 1,42,42,0
2024-01-22,2,Bed Number 2,89,33,56
2024-01-22,3,Bed Number 3,68,50,18
2024-01-23,1,Bed Number 1,91,55,36
2024-01-23,2,Bed Number 2,75,72,3
2024-01-23,3,Bed Number 3,17,12,5
2024-01-24,1,Bed Number 1,90,42,48
2024-01-24,2,Bed Number 2,100,60,40
2024-01-24,3,Bed Number 3,57,53,4
2024-01-25,1,Bed Number 1,95,39,56
2024-01-25,2,Bed Number 2,28,8,20
2024-01-25,3,Bed Number 3,78,47,31
2024-01-26,1,Bed Number 1,15,11,4
2024-01-26,2,Bed Number 2,62,27,35
2024-01-26,3,Bed Number 3,73,50,23
2024-01-27,1,Bed Number 1,34,31,3
2024-01-27,2,Bed Number 2,48,10,38
2024-01-27,3,Bed Number 3,21,7,14
2024-01-28,1,Bed Number 1,85,56,29
2024-01-28,2,Bed Number 2,19,10,9
2024-01-28,3,Bed Number 3,100,50,50
2024-01-29,1,Bed Number 1,89,77,12
2024-01-29,2,Bed Number 2,45,36,9
2024-01-29,3,Bed Number 3,29,27,2
2024-01-30,1,Bed Number 1,12,6,6
2024-01-30,2,Bed Number 2,28,21,7
2024-01-30,3,Bed Number 3,97,90,7
2024-01-31,1,Bed Number 1,91,87,4
2024-01-31,2,Bed Number 2,38,7,31
2024-01-31,3,Bed Number 3,85,76,9
2024-02-01,1,Bed Number 1,23,10,13
2024-02-01,2,Bed Number 2,24,19,5
2024-02-01,3,Bed Number 3,66,26,40
2024-02-02,1,Bed Number 1,94,58,36
2024-02-02,2,Bed Number 2,87,20,67
2024-02-02,3,Bed Number 3,78,77,1
2024-02-03,1,Bed Number 1,59,35,24
2024-02-03,2,Bed Number 2,71,48,23
2024-02-03,3,Bed Number 3,10,9,1
2024-02-04,1,Bed Number 1,80,4,76
2024-02-04,2,Bed Number 2,24,3,21
2024-02-04,3,Bed Number 3,23,20,3
2024-02-05,1,Bed Number 1,40,27,13
2024-02-05,2,Bed Number 2,84,80,4
2024-02-05,3,Bed Number 3,63,38,25
2024-02-06,1,Bed Number 1,16,7,9
2024-02-06,2,Bed Number 2,22,1,21
2024-02-06,3,Bed Number 3,85,11,74
2024-02-07,1,Bed Number 1,52,39,13
2024-02-07,2,Bed Number 2,84,64,20
2024-02-07,3,Bed Number 3,71,35,36
2024-02-08,1,Bed Number 1,34,24,10
2024-02-08,2,Bed Number 2,39,34,5
2024-02-08,3,Bed Number 3,36,11,25
2024-02-09,1,Bed Number 1,12,5,7
2024-02-09,2,Bed Number 2,98,92,6
2024-02-09,3,Bed Number 3,94,39,55
2024-02-10,1,Bed Number 1,84,74,10
2024-02-10,2,Bed Number 2,97,44,53
2024-02-10,3,Bed Number 3,39,8,31
2024-02-11,1,Bed Number 1,59,32,27
2024-02-11,2,Bed Number 2,73,61,12
2024-02-11,3,Bed Number 3,68,64,4
2024-02-12,1,Bed Number 1,94,18,76
2024-02-12,2,Bed Number 2,74,15,59
2024-02-12,3,Bed Number 3,33,17,16
2024-02-13,1,Bed Number 1,73,29,44
2024-02-13,2,Bed Number 2,98,94,4
2024-02-13,3,Bed Number 3,66,57,9
2024-02-14,1,Bed Number 1,55,12,43
2024-02-14,2,Bed Number 2,51,33,18
2024-02-14,3,Bed Number 3,91,12,79
2024-02-15,1,Bed Number 1,55,38,17
2024-02-15,2,Bed Number 2,51,32,19
2024-02-15,3,Bed Number 3,40,12,28
2024-02-16,1,Bed Number 1,53,48,5
2024-02-16,2,Bed Number 2,55,15,40
2024-02-16,3,Bed Number 3,80,63,17
2024-02-17,1,Bed Number 1,17,12,5
2024-02-17,2,Bed Number 2,66,66,0
2024-02-17,3,Bed Number 3,17,16,1
2024-02-18,1,Bed Number 1,77,33,44
2024-02-18,2,Bed Number 2,25,4,21
2024-02-18,3,Bed Number 3,33,5,28
2024-02-19,1,Bed Number 1,48,20,28
2024-02-19,2,Bed Number 2,63,61,2
2024-02-19,3,Bed Number 3,28,26,2
2024-02-20,1,Bed Number 1,43,17,26
2024-02-20,2,Bed Number 2,24,9,15
2024-02-20,3,Bed Number 3,87,16,71
2024-02-21,1,Bed Number 1,48,15,33
2024-02-21,2,Bed Number 2,26,13,13
2024-02-21,3,Bed Number 3,97,20,77
2024-02-22,1,Bed Number 1,32,29,3
2024-02-22,2,Bed Number 2,97,97,0
2024-02-22,3,Bed Number 3,98,62,36
2024-02-23,1,Bed Number 1,97,73,24
2024-02-23,2,Bed Number 2,31,0,31
2024-02-23,3,Bed Number 3,99,39,60
2024-02-24,1,Bed Number 1,19,3,16
2024-02-24,2,Bed Number 2,90,54,36
2024-02-24,3,Bed Number 3,55,13,42
2024-02-25,1,Bed Number 1,58,0,58
2024-02-25,2,Bed Number 2,48,35,13
2024-02-25,3,Bed Number 3,96,65,31
2024-02-26,1,Bed Number 1,83,70,13
2024-02-26,2,Bed Number 2,77,56,21
2024-02-26,3,Bed Number 3,75,65,10
2024-02-27,1,Bed Number 1,94,6,88
2024-02-27,2,Bed Number 2,83,71,12
2024-02-27,3,Bed Number 3,67,4,63
2024-02-28,1,Bed Number 1,41,26,15
2024-02-28,2,Bed Number 2,18,3,15
2024-02-28,3,Bed Number 3,87,10,77
2024-02-29,1,Bed Number 1,46,4,42
2024-02-29,2,Bed Number 2,73,12,61
2024-02-29,3,Bed Number 3,65,27,38
2024-03-01,1,Bed Number 1,44,39,5
2024-03-01,2,Bed Number 2,16,7,9
2024-03-01,3,Bed Number 3,39,30,9
2024-03-02,1,Bed Number 1,22,6,16
2024-03-02,2,Bed Number 2,77,33,44
2024-03-02,3,Bed Number 3,90,75,15
2024-03-03,1,Bed Number 1,84,15,69
2024-03-03,2,Bed Number 2,30,3,27
2024-03-03,3,Bed Number 3,77,72,5
2024-03-04,1,Bed Number 1,41,25,16
2024-03-04,2,Bed Number 2,66,4,62
2024-03-04,3,Bed Number 3,49,43,6
2024-03-05,1,Bed Number 1,81,70,11
2024-03-05,2,Bed Number 2,12,11,1
2024-03-05,3,Bed Number 3,39,17,22
2024-03-06,1,Bed Number 1,36,18,18
2024-03-06,2,Bed Number 2,19,5,14
2024-03-06,3,Bed Number 3,84,43,41
2024-03-07,1,Bed Number 1,51,43,8
2024-03-07,2,Bed Number 2,69,18,51
2024-03-07,3,Bed Number 3,87,40,47
2024-03-08,1,Bed Number 1,14,14,0
2024-03-08,2,Bed Number 2,69,16,53
2024-03-08,3,Bed Number 3,37,12,25
2024-03-09,1,Bed Number 1,15,12,3
2024-03-09,2,Bed Number 2,47,33,14
2024-03-09,3,Bed Number 3,67,39,28
2024-03-10,1,Bed Number 1,12,0,12
2024-03-10,2,Bed Number 2,14,14,0
2024-03-10,3,Bed Number 3,38,31,7
2024-03-11,1,Bed Number 1,42,29,13
2024-03-11,2,Bed Number 2,56,39,17
2024-03-11,3,Bed Number 3,11,1,10
2024-03-12,1,Bed Number 1,19,10,9
2024-03-12,2,Bed Number 2,38,13,25
2024-03-12,3,Bed Number 3,62,33,29
2024-03-13,1,Bed Number 1,52,30,22
2024-03-13,2,Bed Number 2,77,32,45
2024-03-13,3,Bed Number 3,22,20,2
2024-03-14,1,Bed Number 1,52,18,34
2024-03-14,2,Bed Number 2,88,75,13
2024-03-14,3,Bed Number 3,76,37,39
2024-03-15,1,Bed Number 1,29,25,4
2024-03-15,2,Bed Number 2,80,3,77
2024-03-15,3,Bed Number 3,71,3,68
2024-03-16,1,Bed Number 1,52,3,49
2024-03-16,2,Bed Number 2,58,17,41
2024-03-16,3,Bed Number 3,100,9,91
2024-03-17,1,Bed Number 1,76,71,5
2024-03-17,2,Bed Number 2,14,13,1
2024-03-17,3,Bed Number 3,91,12,79
2024-03-18,1,Bed Number 1,85,42,43
2024-03-18,2,Bed Number 2,34,14,20
2024-03-18,3,Bed Number 3,41,29,12
2024-03-19,1,Bed Number 1,42,6,36
2024-03-19,2,Bed Number 2,16,0,16
2024-03-19,3,Bed Number 3,29,15,14
2024-03-20,1,Bed Number 1,75,39,36
2024-03-20,2,Bed Number 2,39,2,37
2024-03-20,3,Bed Number 3,49,37,12
2024-03-21,1,Bed Number 1,68,0,68
2024-03-21,2,Bed Number 2,28,15,13
2024-03-21,3,Bed Number 3,20,11,9
2024-03-22,1,Bed Number 1,12,12,0
2024-03-22,2,Bed Number 2,95,79,16
2024-03-22,3,Bed Number 3,14,9,5
2024-03-23,1,Bed Number 1,22,4,18
2024-03-23,2,Bed Number 2,45,20,25
2024-03-23,3,Bed Number 3,47,13,34
2024-03-24,1,Bed Number 1,59,52,7
2024-03-24,2,Bed Number 2,46,3,43
2024-03-24,3,Bed Number 3,20,20,0
2024-03-25,1,Bed Number 1,64,42,22
2024-03-25,2,Bed Number 2,50,30,20
2024-03-25,3,Bed Number 3,36,34,2
2024-03-26,1,Bed Number 1,28,22,6
2024-03-26,2,Bed Number 2,98,88,10
2024-03-26,3,Bed Number 3,13,9,4
2024-03-27,1,Bed Number 1,23,2,21
2024-03-27,2,Bed Number 2,57,51,6
2024-03-27,3,Bed Number 3,28,18,10
2024-03-28,1,Bed Number 1,72,6,66
2024-03-28,2,Bed Number 2,36,27,9
2024-03-28,3,Bed Number 3,23,22,1
2024-03-29,1,Bed Number 1,38,6,32
2024-03-29,2,Bed Number 2,94,2,92
2024-03-29,3,Bed Number 3,76,42,34
2024-03-30,1,Bed Number 1,50,2,48
2024-03-30,2,Bed Number 2,24,0,24
2024-03-30,3,Bed Number 3,26,21,5
2024-03-31,1,Bed Number 1,41,41,0
2024-03-31,2,Bed Number 2,44,15,29
2024-03-31,3,Bed Number 3,96,63,33
2024-04-01,1,Bed Number 1,44,21,23
2024-04-01,2,Bed Number 2,16,6,10
2024-04-01,3,Bed Number 3,62,25,37
2024-04-02,1,Bed Number 1,19,1,18
2024-04-02,2,Bed Number 2,82,31,51
2024-04-02,3,Bed Number 3,41,37,4
2024-04-03,1,Bed Number 1,70,19,51
2024-04-03,2,Bed Number 2,75,59,16
2024-04-03,3,Bed Number 3,20,7,13
2024-04-04,1,Bed Number 1,36,21,15
2024-04-04,2,Bed Number 2,33,32,1
2024-04-04,3,Bed Number 3,31,18,13
2024-04-05,1,Bed Number 1,69,52,17
2024-04-05,2,Bed Number 2,22,22,0
2024-04-05,3,Bed Number 3,34,13,21
2024-04-06,1,Bed Number 1,74,17,57
2024-04-06,2,Bed Number 2,90,58,32
2024-04-06,3,Bed Number 3,62,10,52
2024-04-07,1,Bed Number 1,29,22,7
2024-04-07,2,Bed Number 2,21,10,11
2024-04-07,3,Bed Number 3,35,12,23
2024-04-08,1,Bed Number 1,99,89,10
2024-04-08,2,Bed Number 2,26,11,15
2024-04-08,3,Bed Number 3,81,21,60
2024-04-09,1,Bed Number 1,84,52,32
2024-04-09,2,Bed Number 2,86,72,14
2024-04-09,3,Bed Number 3,73,69,4
2024-04-10,1,Bed Number 1,33,26,7
2024-04-10,2,Bed Number 2,50,46,4
2024-04-10,3,Bed Number 3,22,10,12
2024-04-11,1,Bed Number 1,14,0,14
2024-04-11,2,Bed Number 2,100,14,86
2024-04-11,3,Bed Number 3,83,65,18
2024-04-12,1,Bed Number 1,76,24,52
2024-04-12,2,Bed Number 2,47,4,43
2024-04-12,3,Bed Number 3,62,11,51
2024-04-13,1,Bed Number 1,46,24,22
2024-04-13,2,Bed Number 2,46,21,25
2024-04-13,3,Bed Number 3,91,17,74
2024-04-14,1,Bed Number 1,28,15,13
2024-04-14,2,Bed Number 2,28,21,7
2024-04-14,3,Bed Number 3,97,77,20
2024-04-15,1,Bed Number 1,46,37,9
2024-04-15,2,Bed Number 2,92,69,23
2024-04-15,3,Bed Number 3,68,47,21
2024-04-16,1,Bed Number 1,94,16,78
2024-04-16,2,Bed Number 2,86,49,37
